index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province
5470,st. patrick’s home of ottawa,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K1V8N5,ottawa,on
5471,st. paul l'amoreaux centre,community support service,Ambulatory health care services,Province of Ontario,,3333,finch avenue e,M1W2R9,toronto,on
5472,st. peter's residence at chedoke,long-term care home,Nursing and residential care facilities,Province of Ontario,,125,redfern avenue,L9C7W9,hamilton,on
5473,st. stephen's community house,senior active living centre,Nursing and residential care facilities,Province of Ontario,,340,college street,M5T3A9,toronto,on
5474,st. thomas - elgin general hospital,general,Hospitals,Public Health Agency of Canada,,189,elm st,N5R5C4,st thomas,on
5475,star (perth county) family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,511,huron street,N5A5T8,stratford,on
5476,stayner care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,7308,highway 26,L0M1S0,stayner,on
5477,stevenson memorial hospital,general,Hospitals,Public Health Agency of Canada,,200,fletcher cres,L9R1W7,alliston,on
5478,stevenson memorial hospital (css),community support service,Ambulatory health care services,Province of Ontario,,200,fletcher crescent,L9R1W7,new tecumseth,on
5479,stirling heights,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,stirling macgregor drive,N1S5B7,cambridge,on
5480,stirling manor nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,218,edward street,K0K3E0,stirling,on
5481,stirling park retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,310,titan private,K2G0B1,ottawa,on
5482,stirling towers,retirement home,Nursing and residential care facilities,Province of Ontario,,63,west front street,K0K3E0,stirling,on
5483,stittsville villa,retirement home,Nursing and residential care facilities,Province of Ontario,,1354,main street n,K2S1V4,ottawa,on
5484,stone lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,165,cole road,N1G4N9,guelph,on
5485,stonegate community health centre,children's treatment centre,Hospitals,Province of Ontario,,2398,yonge street,M4P2H4,toronto,on
5486,stonehenge therapeutic community inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,60,westwood road,N1H7X3,guelph,on
5487,stoneridge manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,256,high street,K7C1X1,carleton place,on
5488,storefront humber,community support service,Ambulatory health care services,Province of Ontario,,2445,lakeshore boulevard w,M8V1C5,toronto,on
5489,stouffville creek retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,40,freel lane,L4A8B9,whitchurch-stouffville,on
5490,stratford family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,342,erie street,N5A2N4,stratford,on
5491,stratford general hospital,midwifery clinic,Ambulatory health care services,Province of Ontario,,46,general hospital drive,N5A2Y6,stratford,on
5492,strathmere lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,599,albert street,N7G3J3,strathroy,on
5493,strathroy middlesex general hospital,general,Hospitals,Public Health Agency of Canada,,395,carrie st,N7G3J4,strathroy,on
5494,streamway villa,long-term care home,Nursing and residential care facilities,Province of Ontario,,19,james street w,K9A2J8,cobourg,on
5495,street haven at the crossroads,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,87,pembroke street,M5A2N9,toronto,on
5496,street health community nursing foundation,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,338,dundas street e,M5A2A1,toronto,on
5497,streetsville care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,1742,bristol road w,L5M1X9,mississauga,on
5498,sts. peter and paul residence,retirement home,Nursing and residential care facilities,Province of Ontario,,221,milner avenue,M1S4P4,toronto,on
5499,student assistance in north toronto for seniors,community support service,Ambulatory health care services,Province of Ontario,,25,wanless avenue,M4N1V5,toronto,on
5500,sudbury and district health unit,aids bureau,Ambulatory health care services,Province of Ontario,,1300,paris street,P3E3A3,sudbury,on
5501,sudbury district nurse practitioner clinics,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,359,riverside drive,P3E1H5,sudbury,on
5502,sumac lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,1464,blackwell road,N7S5M4,sarnia,on
5503,summerville fht,family health team - contract,Ambulatory health care services,Province of Ontario,,101,queensway w,L5B2P7,mississauga,on
5504,summit housing & outreach programs,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,760,brant street,L7R4B7,burlington,on
5505,summit place,retirement home,Nursing and residential care facilities,Province of Ontario,,850,4 street e,N4K6A3,owen sound,on
5506,sun parlor home for senior citizens,long-term care home,Nursing and residential care facilities,Province of Ontario,,175,talbot street e,N8H1L9,leamington,on
5507,sunbeam residential development centre,mental health,Nursing and residential care facilities,Public Health Agency of Canada,,2749,kingsway dr,N2C1A7,kitchener,on
5508,sundial lakeview retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,600,sundial drive,L3V6H3,orillia,on
5509,sunnybrook academic fht,family health team - contract,Ambulatory health care services,Province of Ontario,,2075,bayview avenue,M4N3M5,toronto,on
5510,sunnybrook health sciences centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,2075,bayview avenue,M4N3M5,toronto,on
5511,sunnybrook health sciences centre - bayview campus,general,Hospitals,Public Health Agency of Canada,,2075,bayview ave,M4N3M5,toronto,on
5512,sunnybrook health sciences centre - holland orthopaedic & arthritic centre,hospital - site,Hospitals,Province of Ontario,,43,wellesley street e,M4Y1H1,toronto,on
5513,sunnybrook health sciences centre - holland orthopaedic and arthritic inst.,orthopedic,Hospitals,Public Health Agency of Canada,,43,wellesley st e,M4Y1H1,toronto,on
5514,sunnybrook health sciences centre - st. john's rehab,hospital - site,Hospitals,Province of Ontario,,285,cummer avenue,M2M2G1,toronto,on
5515,sunnybrook health sciences centre - women's college hospital,orthopedic,Hospitals,Public Health Agency of Canada,,76,grenville st,M5S1B2,toronto,on
5516,sunnybrook health sciences centre — reactivation care centre church,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,M9N1N8,toronto,on
5517,sunnybrook health sciences centre — st. john’s rehab hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,M2M2G1,toronto,on
5518,sunnybrook health sciences centre — sunnybrook campus,long term care,Hospitals,Canadian Institute for Health Information,,,,M4N3M5,toronto,on
5519,sunnycrest nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1635,dundas street e,L1N2K9,whitby,on
5520,sunnyside home,long-term care home,Nursing and residential care facilities,Province of Ontario,,247,franklin street n,N2A1Y5,kitchener,on
5521,sunnyside home for the aged - regional municipality of waterloo,community support service,Ambulatory health care services,Province of Ontario,,247,franklin street n,N2A1Y5,kitchener,on
5522,sunrise of burlington,retirement home,Nursing and residential care facilities,Province of Ontario,,5401,lakeshore road,L7L6S5,burlington,on
5523,sunrise of thornhill,retirement home,Nursing and residential care facilities,Province of Ontario,,484,steeles avenue w,L4J0C7,vaughan,on
5524,sunrise senior living of aurora,retirement home,Nursing and residential care facilities,Province of Ontario,,3,golf links drive,L4G7Y4,aurora,on
5525,sunrise senior living of erin mills,retirement home,Nursing and residential care facilities,Province of Ontario,,4046,erin mills parkway,L5L2W7,mississauga,on
5526,sunrise senior living of mississauga,retirement home,Nursing and residential care facilities,Province of Ontario,,1279,burnhamthorpe road e,L4Y3V7,mississauga,on
5527,sunrise senior living of oakville,retirement home,Nursing and residential care facilities,Province of Ontario,,456,trafalgar road,L6J7X1,oakville,on
5528,sunrise senior living of richmond hill,retirement home,Nursing and residential care facilities,Province of Ontario,,9800,yonge street,L4C0P5,richmond hill,on
5529,sunrise senior living of unionville,retirement home,Nursing and residential care facilities,Province of Ontario,,38,swansea road,L3R5K2,markham,on
5530,sunrise senior living of windsor,retirement home,Nursing and residential care facilities,Province of Ontario,,5065,riverside drive e,N8Y5B3,windsor,on
5531,sunrise seniors place,community support service,Ambulatory health care services,Province of Ontario,,75,john street w,L1H1W9,oshawa,on
5532,sunset country family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,35,wolsley street,P9N0H8,kenora,on
5533,sunset cove retirement living,retirement home,Nursing and residential care facilities,Province of Ontario,,53,long sault drive,K0C1P0,long sault,on
